<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
CNYCB;D;20190228;000000;9.8395900;9.8395900;9.8395900;9.8395900;0
CNYCB;D;20190301;000000;9.8544000;9.8544000;9.8544000;9.8544000;0
CNYCB;D;20190302;000000;9.8113400;9.8113400;9.8113400;9.8113400;0
CNYCB;D;20190305;000000;9.8217000;9.8217000;9.8217000;9.8217000;0
CNYCB;D;20190306;000000;9.8145100;9.8145100;9.8145100;9.8145100;0
CNYCB;D;20190307;000000;9.8110600;9.8110600;9.8110600;9.8110600;0
CNYCB;D;20190308;000000;9.8351900;9.8351900;9.8351900;9.8351900;0
CNYCB;D;20190312;000000;9.8241600;9.8241600;9.8241600;9.8241600;0
CNYCB;D;20190313;000000;9.7989200;9.7989200;9.7989200;9.7989200;0
CNYCB;D;20190314;000000;9.7758300;9.7758300;9.7758300;9.7758300;0
CNYCB;D;20190315;000000;9.7366600;9.7366600;9.7366600;9.7366600;0
CNYCB;D;20190316;000000;9.7455800;9.7455800;9.7455800;9.7455800;0
CNYCB;D;20190319;000000;9.6350400;9.6350400;9.6350400;9.6350400;0
CNYCB;D;20190320;000000;9.5779200;9.5779200;9.5779200;9.5779200;0
CNYCB;D;20190321;000000;9.5942200;9.5942200;9.5942200;9.5942200;0
CNYCB;D;20190322;000000;9.5313700;9.5313700;9.5313700;9.5313700;0
CNYCB;D;20190323;000000;9.5098900;9.5098900;9.5098900;9.5098900;0
CNYCB;D;20190326;000000;9.6099800;9.6099800;9.6099800;9.6099800;0
CNYCB;D;20190327;000000;9.5599500;9.5599500;9.5599500;9.5599500;0
CNYCB;D;20190328;000000;9.6099800;9.6099800;9.6099800;9.6099800;0
CNYCB;D;20190329;000000;9.6305700;9.6305700;9.6305700;9.6305700;0
CNYCB;D;20190330;000000;9.6321400;9.6321400;9.6321400;9.6321400;0
CNYCB;D;20190402;000000;9.7479600;9.7479600;9.7479600;9.7479600;0
CNYCB;D;20190403;000000;9.7409200;9.7409200;9.7409200;9.7409200;0
